# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	693186	693698	+	WP_012301781.1	WP_012301781.1		ribosome maturation factor RimM	rimM		DAUD_RS03335	513	170	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	693695	694444	+					trmD		DAUD_RS03340	750		old_locus_tag=Daud_0660
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	693695	694444	+	WP_012301782.1	WP_012301782.1		tRNA (guanosine(37)-N1)-methyltransferase TrmD	trmD		DAUD_RS03340	750	249	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	694536	694883	+					rplS		DAUD_RS03345	348		old_locus_tag=Daud_0661
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	694536	694883	+	WP_012301783.1	WP_012301783.1		50S ribosomal protein L19	rplS		DAUD_RS03345	348	115	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	694944	695471	+					lepB		DAUD_RS03350	528		old_locus_tag=Daud_0662
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	694944	695471	+	WP_166485086.1	WP_166485086.1		signal peptidase I	lepB		DAUD_RS03350	528	175	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	695493	696347	+					ylqF		DAUD_RS03355	855		old_locus_tag=Daud_0663
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	695493	696347	+	WP_012301785.1	WP_012301785.1		ribosome biogenesis GTPase YlqF	ylqF		DAUD_RS03355	855	284	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	696337	697140	+							DAUD_RS03360	804		old_locus_tag=Daud_0664
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	696337	697140	+	WP_012301786.1	WP_012301786.1		ribonuclease HII			DAUD_RS03360	804	267	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	697187	698365	-							DAUD_RS03365	1179		old_locus_tag=Daud_0665
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	697187	698365	-	WP_012301787.1	WP_012301787.1		CapA family protein			DAUD_RS03365	1179	392	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	698470	698892	+							DAUD_RS03370	423		old_locus_tag=Daud_0666
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	698470	698892	+	WP_083756694.1	WP_083756694.1		YraN family protein			DAUD_RS03370	423	140	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	698905	699930	-					splB		DAUD_RS03375	1026		old_locus_tag=Daud_0667
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	698905	699930	-	WP_012301789.1	WP_012301789.1		spore photoproduct lyase	splB		DAUD_RS03375	1026	341	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	700241	701419	+							DAUD_RS03380	1179		old_locus_tag=Daud_0668
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	700241	701419	+	WP_012301790.1	WP_012301790.1		ABC transporter substrate-binding protein			DAUD_RS03380	1179	392	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	701466	702332	+							DAUD_RS03385	867		old_locus_tag=Daud_0669
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	701466	702332	+	WP_041571109.1	WP_041571109.1		branched-chain amino acid ABC transporter permease			DAUD_RS03385	867	288	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	702352	703359	+							DAUD_RS03390	1008		old_locus_tag=Daud_0670
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	702352	703359	+	WP_012301792.1	WP_012301792.1		branched-chain amino acid ABC transporter permease			DAUD_RS03390	1008	335	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	703347	704105	+							DAUD_RS03395	759		old_locus_tag=Daud_0671
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	703347	704105	+	WP_012301793.1	WP_012301793.1		ABC transporter ATP-binding protein			DAUD_RS03395	759	252	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	704105	704821	+							DAUD_RS03400	717		old_locus_tag=Daud_0672
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	704105	704821	+	WP_041570775.1	WP_041570775.1		ABC transporter ATP-binding protein			DAUD_RS03400	717	238	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	705217	705954	+							DAUD_RS11465	738		old_locus_tag=Daud_0673
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	705217	705954	+	WP_083756576.1	WP_083756576.1		class I SAM-dependent methyltransferase			DAUD_RS11465	738	245	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	705986	707212	+							DAUD_RS03410	1227		old_locus_tag=Daud_0674
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	705986	707212	+	WP_041570776.1	WP_041570776.1		beta-ketoacyl-[acyl-carrier-protein] synthase family protein			DAUD_RS03410	1227	408	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	707238	709787	+							DAUD_RS03415	2550		old_locus_tag=Daud_0675
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	707238	709787	+	WP_166485087.1	WP_166485087.1		PAS domain S-box protein			DAUD_RS03415	2550	849	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	709850	711862	+							DAUD_RS03420	2013		old_locus_tag=Daud_0676
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	709850	711862	+	WP_012301798.1	WP_012301798.1		GAF domain-containing sensor histidine kinase			DAUD_RS03420	2013	670	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	711885	712859	+							DAUD_RS03425	975		old_locus_tag=Daud_0677
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	711885	712859	+	WP_166485088.1	WP_166485088.1		response regulator			DAUD_RS03425	975	324	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	713026	713685	+							DAUD_RS03430	660		old_locus_tag=Daud_0678
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	713026	713685	+	WP_166485212.1	WP_166485212.1		SagB/ThcOx family dehydrogenase			DAUD_RS03430	660	219	
gene	pseudogene	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	713878	715552	+							DAUD_RS03435	1675		pseudo;old_locus_tag=Daud_0679
CDS	without_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	713878	715552	+				HD domain-containing protein			DAUD_RS03435	1675		pseudo
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	715748	717655	-							DAUD_RS03440	1908		old_locus_tag=Daud_0680
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	715748	717655	-	WP_166485089.1	WP_166485089.1		methyl-accepting chemotaxis protein			DAUD_RS03440	1908	635	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	718228	719289	-					queA		DAUD_RS03445	1062		old_locus_tag=Daud_0681
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	718228	719289	-	WP_083756579.1	WP_083756579.1		tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	queA		DAUD_RS03445	1062	353	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	719446	720078	-							DAUD_RS03450	633		old_locus_tag=Daud_0682
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	719446	720078	-	WP_012301804.1	WP_012301804.1		exopolysaccharide biosynthesis protein			DAUD_RS03450	633	210	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	720085	720264	-							DAUD_RS11935	180		old_locus_tag=Daud_0683
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	720085	720264	-	WP_012301805.1	WP_012301805.1		hypothetical protein			DAUD_RS11935	180	59	
gene	pseudogene	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	720334	720504	+							DAUD_RS12330	171		partial;pseudo;old_locus_tag=Daud_0684
CDS	without_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	720334	720504	+				site-specific integrase			DAUD_RS12330	171		partial;pseudo
gene	pseudogene	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	720506	720730	+							DAUD_RS03455	225		partial;pseudo;old_locus_tag=Daud_0685
CDS	without_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	720506	720730	+				hypothetical protein			DAUD_RS03455	225		partial;pseudo
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	720767	721543	-							DAUD_RS03460	777		old_locus_tag=Daud_0686
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	720767	721543	-	WP_041570780.1	WP_041570780.1		DUF1670 domain-containing protein			DAUD_RS03460	777	258	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	721610	722389	-							DAUD_RS11945	780		old_locus_tag=Daud_0687
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	721610	722389	-	WP_012301807.1	WP_012301807.1		transposase			DAUD_RS11945	780	259	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	722806	723174	+							DAUD_RS03470	369		old_locus_tag=Daud_0688
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	722806	723174	+	WP_012301808.1	WP_012301808.1		hypothetical protein			DAUD_RS03470	369	122	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	723178	724581	+							DAUD_RS03475	1404		old_locus_tag=Daud_0689
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	723178	724581	+	WP_012301809.1	WP_012301809.1		circadian clock protein KaiC			DAUD_RS03475	1404	467	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	724592	726007	+							DAUD_RS03480	1416		old_locus_tag=Daud_0690
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	724592	726007	+	WP_012301810.1	WP_012301810.1		diguanylate cyclase			DAUD_RS03480	1416	471	
gene	pseudogene	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	726105	726227	+							DAUD_RS12335	123		partial;pseudo
CDS	without_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	726105	726227	+				phosphohydrolase			DAUD_RS12335	123		partial;pseudo
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	726288	727301	+							DAUD_RS03485	1014		old_locus_tag=Daud_0691
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	726288	727301	+	WP_166485213.1	WP_166485213.1		HD domain-containing protein			DAUD_RS03485	1014	337	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	727394	728131	+							DAUD_RS03490	738		old_locus_tag=Daud_0692
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	727394	728131	+	WP_166485214.1	WP_166485214.1		STAS domain-containing protein			DAUD_RS03490	738	245	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	728121	728483	+							DAUD_RS03495	363		old_locus_tag=Daud_0693
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	728121	728483	+	WP_012301813.1	WP_012301813.1		STAS domain-containing protein			DAUD_RS03495	363	120	
gene	pseudogene	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	728502	728690	+							DAUD_RS03500	189		partial;pseudo
CDS	without_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	728502	728690	+				anti-sigma regulatory factor			DAUD_RS03500	189		partial;pseudo
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	728868	730262	+							DAUD_RS03505	1395		old_locus_tag=Daud_0695
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	728868	730262	+	WP_012301814.1	WP_012301814.1		ISNCY-like element ISCde2 family transposase			DAUD_RS03505	1395	464	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	730661	731287	+							DAUD_RS03515	627		old_locus_tag=Daud_0696
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	730661	731287	+	WP_012301815.1	WP_012301815.1		SpoIIE family protein phosphatase			DAUD_RS03515	627	208	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	731336	732082	+							DAUD_RS03520	747		old_locus_tag=Daud_0697
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	731336	732082	+	WP_166485215.1	WP_166485215.1		GGDEF domain-containing protein			DAUD_RS03520	747	248	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	732107	733813	+							DAUD_RS03525	1707		old_locus_tag=Daud_0698
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	732107	733813	+	WP_166485090.1	WP_166485090.1		bifunctional diguanylate cyclase/phosphodiesterase			DAUD_RS03525	1707	568	
gene	pseudogene	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	733844	734352	-							DAUD_RS11950	509		pseudo;old_locus_tag=Daud_0699
CDS	without_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	733844	734352	-				EAL domain-containing protein			DAUD_RS11950	509		pseudo
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	734729	734899	+							DAUD_RS12340	171		
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	734729	734899	+	WP_166485091.1	WP_166485091.1		hypothetical protein			DAUD_RS12340	171	56	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	734848	735177	+							DAUD_RS11475	330		old_locus_tag=Daud_0700
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	734848	735177	+	WP_049752551.1	WP_049752551.1		ribbon-helix-helix domain-containing protein			DAUD_RS11475	330	109	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	735199	736050	-							DAUD_RS03530	852		old_locus_tag=Daud_0701
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	735199	736050	-	WP_041570783.1	WP_041570783.1		hypothetical protein			DAUD_RS03530	852	283	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	736284	736550	+							DAUD_RS03535	267		
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	736284	736550	+	WP_041570784.1	WP_041570784.1		hypothetical protein			DAUD_RS03535	267	88	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	736622	736927	+							DAUD_RS03540	306		old_locus_tag=Daud_0702
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	736622	736927	+	WP_012301820.1	WP_012301820.1		IS66 family insertion sequence hypothetical protein			DAUD_RS03540	306	101	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	736924	737280	+					tnpB		DAUD_RS03545	357		old_locus_tag=Daud_0703
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	736924	737280	+	WP_012301357.1	WP_012301357.1		IS66 family insertion sequence element accessory protein TnpB	tnpB		DAUD_RS03545	357	118	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	737323	738894	+							DAUD_RS03550	1572		old_locus_tag=Daud_0704
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	737323	738894	+	WP_012301821.1	WP_012301821.1		IS66-like element ISCde1 family transposase			DAUD_RS03550	1572	523	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	738954	739547	-							DAUD_RS03555	594		old_locus_tag=Daud_0705
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	738954	739547	-	WP_041570786.1	WP_041570786.1		DUF3800 domain-containing protein			DAUD_RS03555	594	197	
gene	pseudogene	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	739816	740511	-							DAUD_RS11480	696		partial;pseudo;old_locus_tag=Daud_0706
CDS	without_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	739816	740511	-				copper amine oxidase N-terminal domain-containing protein			DAUD_RS11480	696		partial;pseudo
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	740665	741519	-							DAUD_RS11955	855		old_locus_tag=Daud_0707
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	740665	741519	-	WP_012301824.1	WP_012301824.1		DUF4263 domain-containing protein			DAUD_RS11955	855	284	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	741574	743211	-							DAUD_RS03565	1638		old_locus_tag=Daud_0708
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	741574	743211	-	WP_012301825.1	WP_012301825.1		DNA methylase			DAUD_RS03565	1638	545	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	743624	744772	-							DAUD_RS03570	1149		old_locus_tag=Daud_0709
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	743624	744772	-	WP_012301826.1	WP_012301826.1		hypothetical protein			DAUD_RS03570	1149	382	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	744858	745634	-							DAUD_RS11485	777		old_locus_tag=Daud_0710
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	744858	745634	-	WP_049752552.1	WP_049752552.1		helix-turn-helix domain-containing protein			DAUD_RS11485	777	258	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	745742	746284	-							DAUD_RS03580	543		old_locus_tag=Daud_0711
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	745742	746284	-	WP_049752553.1	WP_049752553.1		NERD domain-containing protein			DAUD_RS03580	543	180	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	746830	747357	+							DAUD_RS03585	528		old_locus_tag=Daud_0712
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	746830	747357	+	WP_012301829.1	WP_012301829.1		copper amine oxidase domain-containing protein			DAUD_RS03585	528	175	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	747443	748825	+					tnpB		DAUD_RS03590	1383		old_locus_tag=Daud_0713
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	747443	748825	+	WP_012301830.1	WP_012301830.1		IS200/IS605 family element transposase accessory protein TnpB	tnpB		DAUD_RS03590	1383	460	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	749188	750333	+							DAUD_RS03595	1146		old_locus_tag=Daud_0714
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	749188	750333	+	WP_012301831.1	WP_012301831.1		transposase			DAUD_RS03595	1146	381	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	750530	751183	+							DAUD_RS03600	654		old_locus_tag=Daud_0715
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	750530	751183	+	WP_049752554.1	WP_049752554.1		MBL fold metallo-hydrolase			DAUD_RS03600	654	217	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	751252	752091	+							DAUD_RS03605	840		old_locus_tag=Daud_0716
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	751252	752091	+	WP_041570787.1	WP_041570787.1		hypothetical protein			DAUD_RS03605	840	279	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	752107	752247	+							DAUD_RS12345	141		
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	752107	752247	+	WP_166485092.1	WP_166485092.1		hypothetical protein			DAUD_RS12345	141	46	
